Measurement taken on,Hydrometer distance
2020-10-14T04:10:40+00:00,9.43
2020-10-14T04:11:49+00:00,9.45
2020-10-14T04:12:11+00:00,9.43
2020-10-14T04:13:19+00:00,9.32
2020-10-14T04:13:41+00:00,9.24
2020-10-14T04:14:51+00:00,9.31
2020-10-14T04:15:12+00:00,9.31
2020-10-14T04:15:34+00:00,9.35
2020-10-14T04:18:42+00:00,9.39
2020-10-14T04:20:14+00:00,9.49
2020-10-14T04:27:43+00:00,9.37
2020-10-14T04:28:04+00:00,9.38
2020-10-14T04:28:50+00:00,9.24
2020-10-14T04:29:48+00:00,9.25
2020-10-14T04:32:45+00:00,9.28
2020-10-14T04:35:09+00:00,9.38
2020-10-14T04:35:32+00:00,9.34
2020-10-14T04:36:18+00:00,9.28
2020-10-14T04:39:25+00:00,9.3
2020-10-14T04:45:04+00:00,9.44
2020-10-14T04:46:59+00:00,9.25
2020-10-14T04:49:30+00:00,9.16
2020-10-14T04:51:06+00:00,9.26
2020-10-14T04:51:28+00:00,9.23
2020-10-14T04:53:25+00:00,9.3
2020-10-14T04:54:35+00:00,9.39
2020-10-14T05:00:50+00:00,9.26
2020-10-14T05:01:12+00:00,9.28
2020-10-14T05:02:11+00:00,9.3
2020-10-14T05:04:19+00:00,9.32
2020-10-14T05:06:15+00:00,9.4
2020-10-14T05:07:01+00:00,9.33
2020-10-14T05:07:24+00:00,9.31
2020-10-14T05:08:58+00:00,9.4
2020-10-14T05:11:22+00:00,9.38
2020-10-14T05:12:08+00:00,9.33
2020-10-14T05:16:39+00:00,9.37
2020-10-14T05:17:50+00:00,9.37
2020-10-14T05:18:12+00:00,9.32
2020-10-14T05:19:22+00:00,9.31
2020-10-14T05:20:07+00:00,9.32
2020-10-14T05:20:52+00:00,9.36
2020-10-14T05:21:14+00:00,9.37
2020-10-14T05:21:59+00:00,9.24
2020-10-14T05:22:44+00:00,9.32
2020-10-14T05:24:41+00:00,9.37
2020-10-14T05:26:26+00:00,9.38
2020-10-14T05:29:08+00:00,9.36
2020-10-14T05:29:30+00:00,9.27
2020-10-14T05:31:52+00:00,9.27
2020-10-14T05:32:14+00:00,9.34
2020-10-14T05:32:36+00:00,9.33
2020-10-14T05:32:58+00:00,9.37
2020-10-14T05:34:32+00:00,9.32
2020-10-14T05:39:28+00:00,9.37
2020-10-14T05:43:48+00:00,9.27
2020-10-14T05:44:57+00:00,9.31
2020-10-14T05:46:05+00:00,9.38
2020-10-14T05:46:53+00:00,9.33
2020-10-14T05:50:25+00:00,9.4
2020-10-14T05:50:47+00:00,9.36
2020-10-14T05:51:09+00:00,9.37
2020-10-14T05:56:14+00:00,9.31
2020-10-14T05:58:33+00:00,9.1
2020-10-14T06:00:05+00:00,9.25
2020-10-14T06:00:28+00:00,9.27
2020-10-14T06:05:13+00:00,9.29
2020-10-14T06:06:22+00:00,9.36
2020-10-14T06:09:52+00:00,9.33
2020-10-14T06:10:14+00:00,9.27
2020-10-14T06:10:36+00:00,9.3
2020-10-14T06:13:20+00:00,9.21
2020-10-14T06:15:53+00:00,9.32
2020-10-14T06:20:34+00:00,9.3
2020-10-14T06:22:07+00:00,9.35
2020-10-14T06:22:29+00:00,9.36
2020-10-14T06:23:39+00:00,9.38
2020-10-14T06:24:25+00:00,9.39
2020-10-14T06:26:45+00:00,9.34
2020-10-14T06:27:56+00:00,9.39
2020-10-14T06:28:53+00:00,9.39
2020-10-14T06:37:12+00:00,9.3
2020-10-14T06:37:34+00:00,9.44
2020-10-14T06:40:43+00:00,9.38
2020-10-14T06:41:06+00:00,9.36
2020-10-14T06:42:37+00:00,9.3
2020-10-14T06:43:45+00:00,9.25
2020-10-14T06:44:32+00:00,9.43
2020-10-14T06:47:41+00:00,9.33
2020-10-14T06:48:14+00:00,9.22
2020-10-14T06:50:35+00:00,9.37
2020-10-14T06:53:21+00:00,9.29
2020-10-14T06:56:04+00:00,9.34
2020-10-14T06:57:40+00:00,9.31
2020-10-14T06:58:03+00:00,9.29
2020-10-14T07:00:26+00:00,9.35
2020-10-14T07:03:13+00:00,9.3
2020-10-14T07:04:49+00:00,9.34
2020-10-14T07:06:45+00:00,9.3
2020-10-14T07:07:32+00:00,9.35
2020-10-14T07:10:07+00:00,9.26
2020-10-14T07:12:02+00:00,9.25
2020-10-14T07:15:57+00:00,9.3
2020-10-14T07:16:19+00:00,9.26
2020-10-14T07:17:54+00:00,9.25
2020-10-14T07:21:04+00:00,9.29
2020-10-14T07:21:50+00:00,9.38
2020-10-14T07:22:13+00:00,9.26
2020-10-14T07:23:47+00:00,9.38
2020-10-14T07:24:55+00:00,9.3
2020-10-14T07:25:18+00:00,9.23
2020-10-14T07:28:02+00:00,9.33
2020-10-14T07:33:53+00:00,9.34
2020-10-14T07:34:41+00:00,9.38
2020-10-14T07:35:28+00:00,9.43
2020-10-14T07:37:01+00:00,9.43
2020-10-14T07:41:10+00:00,9.4
2020-10-14T07:41:33+00:00,9.47
2020-10-14T07:47:35+00:00,9.47
2020-10-14T07:48:20+00:00,9.16
2020-10-14T07:48:42+00:00,11.6
2020-10-14T07:49:29+00:00,10.16
2020-10-14T07:50:26+00:00,10.51
2020-10-14T07:50:48+00:00,10.34
2020-10-14T07:51:10+00:00,10.34
2020-10-14T07:51:32+00:00,10.14
2020-10-14T07:51:54+00:00,10.27
2020-10-14T07:52:16+00:00,10.13
2020-10-14T07:52:37+00:00,10.06
2020-10-14T07:52:59+00:00,10.15
2020-10-14T07:53:21+00:00,10.26
2020-10-14T07:55:08+00:00,10.26
2020-10-14T07:55:30+00:00,10.27
2020-10-14T07:55:53+00:00,10.22
2020-10-14T07:56:39+00:00,10.18
2020-10-14T07:57:01+00:00,10.18
2020-10-14T07:57:23+00:00,10.36
2020-10-14T07:57:45+00:00,10.14
2020-10-14T07:58:07+00:00,10.16
2020-10-14T07:58:29+00:00,10.2
2020-10-14T07:58:51+00:00,10.13
2020-10-14T07:59:13+00:00,10.18
2020-10-14T07:59:35+00:00,10.13
2020-10-14T07:59:56+00:00,10.22
2020-10-14T08:00:19+00:00,10.14
2020-10-14T08:02:42+00:00,9.9
2020-10-14T08:03:27+00:00,10.08
2020-10-14T08:04:37+00:00,9.95
2020-10-14T08:05:46+00:00,10
2020-10-14T08:10:05+00:00,9.77
2020-10-14T08:10:27+00:00,9.91
2020-10-14T08:13:11+00:00,9.99
2020-10-14T08:13:33+00:00,9.95
2020-10-14T08:15:06+00:00,9.95
2020-10-14T08:16:28+00:00,10.15
2020-10-14T08:17:38+00:00,10.02
2020-10-14T08:18:25+00:00,9.57
2020-10-14T08:18:48+00:00,9.77
2020-10-14T08:19:57+00:00,9.77
2020-10-14T08:21:55+00:00,9.9
2020-10-14T08:23:27+00:00,9.82
2020-10-14T08:27:09+00:00,9.86
2020-10-14T08:27:54+00:00,9.85
2020-10-14T08:28:16+00:00,9.82
2020-10-14T08:28:38+00:00,9.58
2020-10-14T08:29:00+00:00,9.61
2020-10-14T08:31:29+00:00,9.6
2020-10-14T08:33:03+00:00,9.52
2020-10-14T08:34:12+00:00,9.7
2020-10-14T08:36:59+00:00,9.54
2020-10-14T08:38:30+00:00,9.7
2020-10-14T08:40:04+00:00,9.3
2020-10-14T08:43:36+00:00,9.69
2020-10-14T08:44:45+00:00,9.56
2020-10-14T08:45:07+00:00,9.53
2020-10-14T08:51:13+00:00,9.61
2020-10-14T08:51:58+00:00,9.47
2020-10-14T08:53:07+00:00,9.5
2020-10-14T08:53:53+00:00,9.36
2020-10-14T08:54:39+00:00,9.44
2020-10-14T08:57:00+00:00,9.4
2020-10-14T08:58:11+00:00,9.33
2020-10-14T08:59:19+00:00,9.35
2020-10-14T09:00:30+00:00,9.59
2020-10-14T09:00:51+00:00,9.34
2020-10-14T09:04:01+00:00,9.2
2020-10-14T09:05:57+00:00,9.47
2020-10-14T09:06:20+00:00,9.44
2020-10-14T09:09:04+00:00,9.28
2020-10-14T09:11:25+00:00,9.35
2020-10-14T09:14:34+00:00,9.28
2020-10-14T09:15:19+00:00,9.42
2020-10-14T09:17:04+00:00,9.37
2020-10-14T09:19:12+00:00,9.32
2020-10-14T09:19:35+00:00,9.48
2020-10-14T09:24:29+00:00,9.3
2020-10-14T09:26:25+00:00,9.35
2020-10-14T09:27:34+00:00,9.33
2020-10-14T09:28:19+00:00,9.34
2020-10-14T09:29:05+00:00,9.43
2020-10-14T09:32:00+00:00,9.29
2020-10-14T09:34:33+00:00,9.37
2020-10-14T09:35:18+00:00,9.45
2020-10-14T09:36:03+00:00,9.37
2020-10-14T09:36:26+00:00,9.38
2020-10-14T09:40:20+00:00,9.32
2020-10-14T09:40:43+00:00,9.44
2020-10-14T09:41:29+00:00,9.39
2020-10-14T09:42:14+00:00,9.48
2020-10-14T09:47:00+00:00,9.54
2020-10-14T09:47:21+00:00,9.4
2020-10-14T09:47:44+00:00,9.4
2020-10-14T09:49:40+00:00,9.45
2020-10-14T09:51:14+00:00,9.35
2020-10-14T09:52:46+00:00,9.35
2020-10-14T09:53:08+00:00,9.51
2020-10-14T09:53:53+00:00,9.48
2020-10-14T09:57:12+00:00,9.5
2020-10-14T09:57:58+00:00,9.48
2020-10-14T09:58:55+00:00,9.49
2020-10-14T10:05:21+00:00,9.35
2020-10-14T10:11:24+00:00,9.47
2020-10-14T10:12:35+00:00,9.34
2020-10-14T10:12:57+00:00,9.47
2020-10-14T10:13:19+00:00,9.41
2020-10-14T10:14:28+00:00,9.48
2020-10-14T10:16:23+00:00,9.44
2020-10-14T10:17:09+00:00,9.51
2020-10-14T10:17:31+00:00,9.44
2020-10-14T10:18:17+00:00,9.45
2020-10-14T10:19:26+00:00,9.51
2020-10-14T10:21:44+00:00,9.21
2020-10-14T10:24:16+00:00,9.38
2020-10-14T10:25:51+00:00,9.43
2020-10-14T10:28:12+00:00,9.39
2020-10-14T10:30:12+00:00,9.47
2020-10-14T10:37:28+00:00,9.5
2020-10-14T10:39:13+00:00,9.43
2020-10-14T10:43:55+00:00,9.16
2020-10-14T10:44:40+00:00,9.39
2020-10-14T10:47:48+00:00,9.38
2020-10-14T10:48:57+00:00,9.39
2020-10-14T10:50:06+00:00,9.42
2020-10-14T10:52:50+00:00,9.5
2020-10-14T10:53:35+00:00,9.36
2020-10-14T10:53:57+00:00,9.35
2020-10-14T10:55:55+00:00,9.22
2020-10-14T10:58:15+00:00,9.41
2020-10-14T10:59:25+00:00,9.31
2020-10-14T11:00:11+00:00,9.35
2020-10-14T11:00:57+00:00,9.35
2020-10-14T11:02:41+00:00,9.3
2020-10-14T11:04:41+00:00,9.39
2020-10-14T11:05:04+00:00,9.35
2020-10-14T11:06:27+00:00,9.35
2020-10-14T11:07:12+00:00,9.43
2020-10-14T11:08:22+00:00,9.42
2020-10-14T11:08:45+00:00,9.43
2020-10-14T11:09:30+00:00,9.17
2020-10-14T11:12:42+00:00,9.35
2020-10-14T11:13:04+00:00,9.27
2020-10-14T11:15:26+00:00,9.29
2020-10-14T11:16:14+00:00,9.34
2020-10-14T11:17:48+00:00,9.35
2020-10-14T11:20:31+00:00,9.53
2020-10-14T11:21:41+00:00,9.43
2020-10-14T11:22:50+00:00,9.42
2020-10-14T11:24:25+00:00,9.44
2020-10-14T11:25:10+00:00,9.45
2020-10-14T11:32:03+00:00,9.44
2020-10-14T11:33:13+00:00,9.42
2020-10-14T11:37:32+00:00,9.29
2020-10-14T11:40:14+00:00,9.5
2020-10-14T11:41:00+00:00,9.33
2020-10-14T11:46:05+00:00,9.48
2020-10-14T11:46:27+00:00,9.39
2020-10-14T11:46:49+00:00,9.48
2020-10-14T11:49:11+00:00,9.35
2020-10-14T11:52:42+00:00,9.44
2020-10-14T11:53:50+00:00,9.3
2020-10-14T11:56:34+00:00,9.44
2020-10-14T11:59:31+00:00,9.31
2020-10-14T12:00:17+00:00,9.38
2020-10-14T12:01:16+00:00,9.22
2020-10-14T12:02:49+00:00,9.31
2020-10-14T12:04:36+00:00,9.35
2020-10-14T12:08:07+00:00,9.38
2020-10-14T12:09:16+00:00,9.34
2020-10-14T12:10:26+00:00,9.26
2020-10-14T12:15:19+00:00,9.35
2020-10-14T12:17:39+00:00,9.3
2020-10-14T12:19:12+00:00,9.38
2020-10-14T12:20:46+00:00,9.38
2020-10-14T12:22:18+00:00,9.34
2020-10-14T12:23:27+00:00,9.38
2020-10-14T12:24:36+00:00,9.43
2020-10-14T12:26:57+00:00,9.34
2020-10-14T12:27:44+00:00,9.22
2020-10-14T12:28:54+00:00,9.43
2020-10-14T12:31:51+00:00,9.49
2020-10-14T12:32:36+00:00,9.25
2020-10-14T12:33:21+00:00,9.38
2020-10-14T12:35:40+00:00,9.42
2020-10-14T12:36:25+00:00,9.36
2020-10-14T12:37:11+00:00,9.4
2020-10-14T12:37:34+00:00,9.39
2020-10-14T12:38:20+00:00,9.38
2020-10-14T12:41:27+00:00,9.51
2020-10-14T12:42:35+00:00,9.29
2020-10-14T12:43:33+00:00,9.31
2020-10-14T12:46:41+00:00,9.31
2020-10-14T12:49:38+00:00,9.31
2020-10-14T12:50:00+00:00,9.31
2020-10-14T12:50:21+00:00,9.27
2020-10-14T12:52:32+00:00,9.35
2020-10-14T12:53:42+00:00,9.35
2020-10-14T12:55:39+00:00,9.31
2020-10-14T12:58:24+00:00,9.21
2020-10-14T12:58:46+00:00,9.37
2020-10-14T13:00:29+00:00,9.4
2020-10-14T13:01:40+00:00,9.36
2020-10-14T13:02:49+00:00,9.31
2020-10-14T13:04:00+00:00,9.4
2020-10-14T13:04:23+00:00,9.27
2020-10-14T13:05:56+00:00,9.31
2020-10-14T13:06:18+00:00,9.31
2020-10-14T13:12:36+00:00,9.13
2020-10-14T13:14:32+00:00,9.35
2020-10-14T13:14:54+00:00,9.21
2020-10-14T13:19:23+00:00,9.12
2020-10-14T13:22:18+00:00,9.29
2020-10-14T13:26:28+00:00,9.26
2020-10-14T13:26:51+00:00,9.2
2020-10-14T13:30:49+00:00,9.21
2020-10-14T13:31:57+00:00,9.25
2020-10-14T13:33:57+00:00,9.31
2020-10-14T13:34:20+00:00,9.3
2020-10-14T13:36:18+00:00,9.43
2020-10-14T13:37:51+00:00,9.25
2020-10-14T13:44:54+00:00,9.04
2020-10-14T13:45:16+00:00,9.27
2020-10-14T13:51:57+00:00,9.24
2020-10-14T13:52:46+00:00,9.21
2020-10-14T13:56:42+00:00,9.12
2020-10-14T13:58:03+00:00,9.2
2020-10-14T14:01:00+00:00,9.22
2020-10-14T14:01:22+00:00,9.07
2020-10-14T14:02:55+00:00,9.16
2020-10-14T14:03:16+00:00,9.22
2020-10-14T14:06:49+00:00,9.08
2020-10-14T14:07:23+00:00,9.26
2020-10-14T14:07:45+00:00,9.07
2020-10-14T14:08:31+00:00,9.21
2020-10-14T14:08:53+00:00,9.15
2020-10-14T14:11:37+00:00,9.3
2020-10-14T14:12:25+00:00,9.21
2020-10-14T14:16:21+00:00,9.13
2020-10-14T14:20:29+00:00,9.3
2020-10-14T14:28:26+00:00,9.24
2020-10-14T14:32:32+00:00,9.37
2020-10-14T14:33:41+00:00,9.31
2020-10-14T14:34:03+00:00,9.43
2020-10-14T14:36:00+00:00,9.31
2020-10-14T14:36:46+00:00,9.41
2020-10-14T14:37:08+00:00,9.23
2020-10-14T14:37:30+00:00,9.37
2020-10-14T14:38:16+00:00,9.33
2020-10-14T14:38:38+00:00,9.18
2020-10-14T14:41:00+00:00,9.37
2020-10-14T14:41:22+00:00,9.43
2020-10-14T14:42:53+00:00,9.33
2020-10-14T14:43:41+00:00,9.21
2020-10-14T14:46:14+00:00,9.42
2020-10-14T14:49:23+00:00,9.37
2020-10-14T14:50:57+00:00,9.43
2020-10-14T14:51:19+00:00,9.41
2020-10-14T14:52:06+00:00,9.3
2020-10-14T14:52:53+00:00,9.32
2020-10-14T14:53:38+00:00,9.25
2020-10-14T14:54:01+00:00,9.36
2020-10-14T14:55:11+00:00,9.43
2020-10-14T14:57:30+00:00,9.2
2020-10-14T14:58:15+00:00,9.3
2020-10-14T14:59:36+00:00,9.32
2020-10-14T15:00:22+00:00,9.29
2020-10-14T15:01:10+00:00,9.21
2020-10-14T15:01:56+00:00,9.28
2020-10-14T15:03:29+00:00,9.24
2020-10-14T15:04:16+00:00,9.37
2020-10-14T15:07:46+00:00,9.25
2020-10-14T15:10:33+00:00,9.3
2020-10-14T15:12:31+00:00,9.26
2020-10-14T15:17:37+00:00,9.36
2020-10-14T15:19:10+00:00,9.3
2020-10-14T15:19:33+00:00,9.36
2020-10-14T15:19:56+00:00,9.27
2020-10-14T15:20:42+00:00,9.27
2020-10-14T15:23:26+00:00,9.36
2020-10-14T15:23:49+00:00,9.3
2020-10-14T15:24:35+00:00,9.33
2020-10-14T15:29:29+00:00,9.36
2020-10-14T15:29:52+00:00,9.36
2020-10-14T15:30:37+00:00,9.36
2020-10-14T15:33:10+00:00,9.33
2020-10-14T15:33:57+00:00,9.35
2020-10-14T15:34:19+00:00,9.22
2020-10-14T15:37:51+00:00,9.36
2020-10-14T15:38:13+00:00,9.25
2020-10-14T15:39:57+00:00,9.48
2020-10-14T15:41:06+00:00,9.41
2020-10-14T15:42:28+00:00,9.2
2020-10-14T15:43:13+00:00,9.31
2020-10-14T15:45:11+00:00,9.57
2020-10-14T15:45:58+00:00,9.3
2020-10-14T15:46:20+00:00,9.26
2020-10-14T15:48:40+00:00,9.25
2020-10-14T15:49:50+00:00,9.41
2020-10-14T15:51:01+00:00,9.41
2020-10-14T15:51:22+00:00,9.36
2020-10-14T15:53:19+00:00,9.42
2020-10-14T15:53:41+00:00,9.44
2020-10-14T15:54:52+00:00,9.3
2020-10-14T15:55:15+00:00,9.17
2020-10-14T15:57:34+00:00,9.3
2020-10-14T15:59:06+00:00,9.36
2020-10-14T16:00:40+00:00,9.38
2020-10-14T16:02:14+00:00,9.21
2020-10-14T16:03:25+00:00,9.21
2020-10-14T16:03:47+00:00,9.25
2020-10-14T16:09:07+00:00,9.38
2020-10-14T16:11:05+00:00,9.36
2020-10-14T16:12:37+00:00,9.46
2020-10-14T16:13:25+00:00,9.43
2020-10-14T16:18:06+00:00,9.46
2020-10-14T16:20:01+00:00,9.38
2020-10-14T16:21:35+00:00,9.34
2020-10-14T16:23:07+00:00,9.2
2020-10-14T16:25:49+00:00,9.29
2020-10-14T16:26:38+00:00,9.3
2020-10-14T16:26:59+00:00,9.11
2020-10-14T16:27:21+00:00,9.17
2020-10-14T16:29:17+00:00,9.2
2020-10-14T16:30:49+00:00,9.32
2020-10-14T16:32:46+00:00,9.36
2020-10-14T16:33:20+00:00,9.14
2020-10-14T16:33:42+00:00,19.02
2020-10-14T16:34:31+00:00,13.9
2020-10-14T16:35:17+00:00,9.46
2020-10-14T16:35:39+00:00,16.45
2020-10-14T16:36:25+00:00,7.58
2020-10-14T16:36:47+00:00,16.07
2020-10-14T16:37:33+00:00,10.63
2020-10-14T16:37:55+00:00,17.72
2020-10-14T16:38:18+00:00,15.38
2020-10-14T16:38:40+00:00,16.14
2020-10-14T16:39:02+00:00,15.86
2020-10-14T16:39:24+00:00,15.72
2020-10-14T16:39:46+00:00,18.44
2020-10-14T16:40:08+00:00,17.09
2020-10-14T16:40:29+00:00,13.47
2020-10-14T16:40:51+00:00,10.74
2020-10-14T16:41:37+00:00,18.23
2020-10-14T16:42:23+00:00,18.41
2020-10-14T16:42:44+00:00,16.31
2020-10-14T16:43:06+00:00,17.17
2020-10-14T16:43:28+00:00,17.6